x,pi,Li,ratio1,ratio2
204999750,11340459,1.13414e+07,0.999919,1.05873
207776614,11485571,1.14864e+07,0.999926,1.05869
210591093,11632331,1.16333e+07,0.999914,1.05863
213443696,11781142,1.17821e+07,0.999917,1.05859
216334939,11931869,1.19328e+07,0.999921,1.05855
219265346,12084351,1.20854e+07,0.999909,1.05849
222235448,12238951,1.224e+07,0.999911,1.05844
225245781,12395593,1.23966e+07,0.999918,1.0584
228296892,12554026,1.25552e+07,0.999906,1.05834
231389332,12714856,1.27158e+07,0.999924,1.05832
234523661,12877165,1.28785e+07,0.999896,1.05824
237700447,13042317,1.30433e+07,0.999926,1.05823
240920265,13209481,1.32102e+07,0.999948,1.0582
244183698,13378101,1.33792e+07,0.999918,1.05813
247491335,13549517,1.35504e+07,0.999935,1.0581
250843778,13722895,1.37238e+07,0.999934,1.05805
254241631,13898573,1.38994e+07,0.999939,1.05801
257685511,14076481,1.40773e+07,0.999941,1.05797
261176040,14256651,1.42575e+07,0.999942,1.05792
264713851,14438996,1.444e+07,0.999934,1.05787
268299584,14623796,1.46248e+07,0.999933,1.05782
271933888,14810852,1.4812e+07,0.999924,1.05777
275617422,15000669,1.50016e+07,0.99994,1.05774
279350851,15192601,1.51936e+07,0.999934,1.05769
283134853,15387201,1.53881e+07,0.999941,1.05765
286970111,15583870,1.55851e+07,0.99992,1.05758
290857321,15783441,1.57846e+07,0.999924,1.05754
294797185,15985832,1.59867e+07,0.999943,1.05752
298790418,16190328,1.61914e+07,0.999932,1.05746
302837742,16397676,1.63988e+07,0.999934,1.05742
306939890,16607691,1.66087e+07,0.999937,1.05737
311097604,16820594,1.68214e+07,0.999951,1.05734
315311637,17035927,1.70368e+07,0.999947,1.05729
319582752,17253908,1.7255e+07,0.999936,1.05724
323911723,17474865,1.7476e+07,0.999935,1.05719
328299332,17698831,1.76998e+07,0.999943,1.05716
332746375,17925313,1.79265e+07,0.999932,1.0571
337253656,18154872,1.81562e+07,0.999929,1.05705
341821991,18387552,1.83887e+07,0.999936,1.05702
346452207,18623202,1.86243e+07,0.999942,1.05698
351145143,18861646,1.88629e+07,0.999936,1.05693
355901648,19103302,1.91045e+07,0.999937,1.05689
360722583,19347685,1.93493e+07,0.999918,1.05682
365608822,19595858,1.95972e+07,0.999933,1.05679
370561247,19846766,1.98483e+07,0.999925,1.05674
375580757,20101241,2.01026e+07,0.999934,1.05671
380668259,20359379,2.03602e+07,0.999962,1.05669
385824675,20620115,2.06211e+07,0.999954,1.05664
391050939,20884158,2.08853e+07,0.999945,1.05659
396347995,21151684,2.1153e+07,0.99994,1.05654
401716805,21422915,2.1424e+07,0.999947,1.0565
407158338,21697622,2.16986e+07,0.999954,1.05647
412673581,21975474,2.19767e+07,0.999943,1.05641
418263531,22257286,2.22584e+07,0.99995,1.05638
423929201,22542492,2.25437e+07,0.999946,1.05633
429671617,22831561,2.28327e+07,0.999951,1.05629
435491818,23124025,2.31254e+07,0.999942,1.05624
441390857,23420621,2.34218e+07,0.999949,1.0562
447369803,23720869,2.37221e+07,0.999948,1.05616
453429738,24025010,2.40262e+07,0.99995,1.05612
459571759,24333111,2.43343e+07,0.999953,1.05608
465796978,24645151,2.46463e+07,0.999955,1.05604
472106521,24961356,2.49623e+07,0.999963,1.056
478501532,25281295,2.52824e+07,0.999958,1.05596
484983168,25605562,2.56066e+07,0.999961,1.05592
491552602,25933956,2.59349e+07,0.999963,1.05588
498211024,26266618,2.62675e+07,0.999966,1.05584
504959638,26603004,2.66044e+07,0.999948,1.05578
511799668,26943716,2.69456e+07,0.999931,1.05571
518732350,27289466,2.72912e+07,0.999937,1.05568
525758940,27639276,2.76412e+07,0.99993,1.05563
532880710,27994052,2.79958e+07,0.999939,1.0556
540098950,28353322,2.83549e+07,0.999945,1.05556
547414966,28716840,2.87186e+07,0.999939,1.05551
554830082,29085577,2.9087e+07,0.999951,1.05548
562345641,29458652,2.94602e+07,0.999949,1.05544
569963003,29836439,2.98381e+07,0.999944,1.05539
577683548,30219313,3.02209e+07,0.999947,1.05535
585508674,30607092,3.06087e+07,0.999949,1.05531
593439795,30999889,3.10014e+07,0.999951,1.05528
601478350,31397983,3.13992e+07,0.999962,1.05525
609625792,31800941,3.18021e+07,0.999964,1.05521
617883597,32208742,3.22102e+07,0.999955,1.05516
626253260,32622040,3.26235e+07,0.999954,1.05511
634736296,33040731,3.30422e+07,0.999956,1.05507
643334240,33464886,3.34663e+07,0.999959,1.05504
652048649,33894417,3.38958e+07,0.99996,1.055
660881102,34329620,3.43308e+07,0.999965,1.05496
669833195,34770140,3.47715e+07,0.999962,1.05492
678906552,35216248,3.52178e+07,0.999957,1.05487
688102813,35668420,3.56698e+07,0.99996,1.05483
697423643,36126522,3.61277e+07,0.999967,1.0548
706870731,36590246,3.65915e+07,0.999965,1.05476
716445787,37059771,3.70613e+07,0.99996,1.05471
726150543,37535774,3.75371e+07,0.999965,1.05467
735986757,38017350,3.8019e+07,0.999957,1.05462
745956209,38505531,3.85071e+07,0.999958,1.05459
756060704,38999766,3.90016e+07,0.999954,1.05454
766302072,39500018,3.95024e+07,0.999941,1.05449
776682166,40007352,4.00096e+07,0.999944,1.05445
787202866,40521555,4.05234e+07,0.999955,1.05442
797866076,41042337,4.10438e+07,0.999965,1.05439
808673726,41569463,4.15709e+07,0.999966,1.05435
819627774,42103361,4.21047e+07,0.999967,1.05431
830730202,42644104,4.26455e+07,0.999967,1.05427
841983020,43191839,4.31932e+07,0.999968,1.05423
853388265,43746557,4.3748e+07,0.999967,1.05419
864948002,44308337,4.43099e+07,0.999964,1.05415
876664324,44877392,4.48791e+07,0.999962,1.05411
888539351,45453606,4.54556e+07,0.999956,1.05406
900575234,46037230,4.60395e+07,0.99995,1.05402
912774152,46629305,4.6631e+07,0.999964,1.05399
925138312,47228416,4.72301e+07,0.999965,1.05395
937669953,47834933,4.78369e+07,0.999959,1.05391
950371345,48449360,4.84515e+07,0.999956,1.05386
963244785,49072386,4.9074e+07,0.999967,1.05384
976292605,49702536,4.97046e+07,0.999959,1.05379
989517167,50341373,5.03433e+07,0.999963,1.05375
1002920865,50988303,5.09902e+07,0.999963,1.05372
1016506125,51643917,5.16454e+07,0.999971,1.05368
1030275407,52307591,5.23091e+07,0.999971,1.05364
1044231203,52980082,5.29814e+07,0.999976,1.05361
1058376041,53660374,5.36623e+07,0.999964,1.05356
1072712480,54350611,5.4352e+07,0.999975,1.05353
1087243116,55049332,5.50506e+07,0.999978,1.0535
1101970579,55756937,5.57581e+07,0.999978,1.05346
1116897537,56473770,5.64748e+07,0.999981,1.05342
1132026690,57199308,5.72008e+07,0.999974,1.05338
1147360778,57933639,5.79361e+07,0.999957,1.05332
1162902578,58679061,5.86809e+07,0.999969,1.05329
1178654901,59433501,5.94353e+07,0.99997,1.05326
1194620601,60197191,6.01994e+07,0.999963,1.05321
1210802567,60971105,6.09734e+07,0.999963,1.05317
1227203730,61754839,6.17573e+07,0.99996,1.05313
1243827057,62548506,6.25514e+07,0.999954,1.05309
1260675559,63353275,6.33557e+07,0.999962,1.05306
1277752286,64168191,6.41703e+07,0.999967,1.05302
1295060328,64993329,6.49955e+07,0.999967,1.05298
1312602821,65829231,6.58313e+07,0.999969,1.05295
1330382938,66675210,6.66779e+07,0.99996,1.0529
1348403900,67533368,6.75354e+07,0.99997,1.05287
1366668968,68402313,6.8404e+07,0.999976,1.05284
1385181449,69281597,6.92837e+07,0.999969,1.0528
1403944694,70172562,7.01749e+07,0.999967,1.05276
1422962101,71075104,7.10775e+07,0.999967,1.05272
1442237111,71989117,7.19917e+07,0.999964,1.05268
1461773215,72915433,7.29178e+07,0.999968,1.05264
1481573949,73853486,7.38558e+07,0.999969,1.05261
1501642898,74804220,7.48059e+07,0.999978,1.05258
1521983695,75766348,7.57682e+07,0.999975,1.05254
1542600022,76741230,7.6743e+07,0.999977,1.0525
1563495611,77728340,7.77303e+07,0.999975,1.05246
1584674246,78728781,7.87304e+07,0.999979,1.05243
1606139760,79741610,7.97434e+07,0.999978,1.05239
1627896039,80767286,8.07694e+07,0.999973,1.05235
1649947023,81806769,8.18087e+07,0.999976,1.05232
1672296702,82859123,8.28614e+07,0.999972,1.05228
1694949123,83925593,8.39277e+07,0.999975,1.05224
1717908387,85005815,8.50078e+07,0.999977,1.05221
1741178650,86099563,8.61018e+07,0.999975,1.05217
1764764125,87207704,8.72099e+07,0.999975,1.05213
1788669081,88330059,8.83323e+07,0.999975,1.05209
1812897847,89467423,8.94691e+07,0.999981,1.05206
1837454808,90618703,9.06207e+07,0.999978,1.05202
1862344411,91784677,9.17871e+07,0.999973,1.05198
1887571160,92965550,9.29686e+07,0.999967,1.05194
1913139623,94162602,9.41653e+07,0.999971,1.05191
1939054429,95374458,9.53775e+07,0.999968,1.05187
1965320269,96602326,9.66053e+07,0.999969,1.05183
1991941898,97846255,9.7849e+07,0.999972,1.0518
2018924135,99106743,9.91087e+07,0.99998,1.05177
2046271866,100382401,1.00385e+08,0.999977,1.05173
2073990041,101674534,1.01677e+08,0.999974,1.05169
2102083677,102983867,1.02986e+08,0.999976,1.05166
2130557862,104309883,1.04312e+08,0.999976,1.05162
2159417748,105652714,1.05656e+08,0.999973,1.05158
2188668563,107013456,1.07016e+08,0.999976,1.05155
2218315600,108390968,1.08394e+08,0.999971,1.05151
2248364226,109787016,1.0979e+08,0.999973,1.05147
2278819882,111202084,1.11204e+08,0.999984,1.05145
2309688081,112633984,1.12636e+08,0.999981,1.05141
2340974411,114084424,1.14087e+08,0.99998,1.05137
2372684537,115553504,1.15556e+08,0.999977,1.05134
2404824198,117041403,1.17044e+08,0.999974,1.0513
2437399213,118549030,1.18552e+08,0.999975,1.05126
2470415479,120075955,1.20079e+08,0.999974,1.05122
2503878974,121622343,1.21626e+08,0.999971,1.05119
2537795755,123190155,1.23193e+08,0.99998,1.05116
2572171962,124777730,1.2478e+08,0.999985,1.05113
2607013819,126385449,1.26387e+08,0.999987,1.0511
2642327633,128013217,1.28015e+08,0.999983,1.05106
2678119797,129662264,1.29665e+08,0.999982,1.05102
2714396791,131333239,1.31335e+08,0.999985,1.05099
2751165182,133024361,1.33027e+08,0.999977,1.05094
2788431627,134738549,1.34741e+08,0.999979,1.05091
2826202871,136475018,1.36478e+08,0.999981,1.05088
2864485753,138233805,1.38236e+08,0.999983,1.05085
2903287204,140014998,1.40017e+08,0.999982,1.05081
2942614247,141819433,1.41822e+08,0.999983,1.05078
2982474002,143646735,1.43649e+08,0.999981,1.05074
3022873685,145497318,1.45501e+08,0.999976,1.0507
3063820610,147372763,1.47376e+08,0.999979,1.05067
3105322189,149271636,1.49275e+08,0.999975,1.05063
3147385937,151195711,1.51199e+08,0.999976,1.05059
3190019466,153144851,1.53148e+08,0.999979,1.05056
3233230497,155118567,1.55122e+08,0.999977,1.05053
3277026851,157117691,1.57122e+08,0.999975,1.05049
3321416458,159143275,1.59147e+08,0.999977,1.05046
3366407352,161194243,1.61199e+08,0.999973,1.05042
3412007679,163272214,1.63277e+08,0.999973,1.05038
3458225695,165377718,1.65381e+08,0.999977,1.05035
3505069765,167510125,1.67514e+08,0.999979,1.05032
3552548371,169670416,1.69673e+08,0.999983,1.05029
3600670108,171857397,1.71861e+08,0.99998,1.05025
3649443687,174074323,1.74077e+08,0.999986,1.05023
3698877938,176318630,1.76321e+08,0.999985,1.05019
3748981810,178592950,1.78595e+08,0.99999,1.05016
3799764374,180895391,1.80898e+08,0.999988,1.05013
3851234824,183228044,1.8323e+08,0.999988,1.05009
3903402476,185590792,1.85593e+08,0.999987,1.05006
3956276775,187984081,1.87987e+08,0.999987,1.05002
4009867294,190407928,1.90411e+08,0.999985,1.04999
4064183733,192863431,1.92867e+08,0.999984,1.04995
4119235927,195350404,1.95354e+08,0.999982,1.04992
4175033840,197869516,1.97874e+08,0.99998,1.04988
4231587575,200421892,2.00426e+08,0.999981,1.04985
4288907370,203007251,2.03011e+08,0.999982,1.04981
4347003601,205625802,2.05629e+08,0.999982,1.04978
4405886786,208278669,2.08282e+08,0.999984,1.04975
4465567585,210965162,2.10969e+08,0.999983,1.04972
4526056801,213686553,2.1369e+08,0.999983,1.04968
4587365386,216443180,2.16447e+08,0.999983,1.04965
4649504438,219235602,2.19239e+08,0.999983,1.04962
4712485207,222064113,2.22068e+08,0.999984,1.04958
4776319095,224929578,2.24933e+08,0.999986,1.04955
4841017656,227831314,2.27835e+08,0.999985,1.04952
4906592605,230770931,2.30774e+08,0.999985,1.04948
4973055812,233748584,2.33752e+08,0.999985,1.04945
5040419309,236764764,2.36768e+08,0.999985,1.04942
5108695292,239819189,2.39824e+08,0.999982,1.04938
5177896120,242914210,2.42918e+08,0.999983,1.04935
5248034322,246048921,2.46053e+08,0.999983,1.04932
5319122594,249224351,2.49228e+08,0.999984,1.04928
5391173806,252440362,2.52445e+08,0.999983,1.04925
5464201002,255698573,2.55703e+08,0.999984,1.04922
5538217403,258997521,2.59003e+08,0.99998,1.04918
5613236406,262341651,2.62346e+08,0.999985,1.04915
5689271595,265728973,2.65732e+08,0.99999,1.04913
5766336732,269158571,2.69162e+08,0.999989,1.04909
5844445771,272632001,2.72636e+08,0.999986,1.04906
5923612851,276150784,2.76155e+08,0.999984,1.04902
6003852304,279716189,2.7972e+08,0.999987,1.04899
6085178656,283326840,2.83331e+08,0.999986,1.04896
6167606630,286985368,2.86989e+08,0.999989,1.04893
6251151148,290689897,2.90693e+08,0.999988,1.0489
6335827335,294443484,2.94446e+08,0.99999,1.04887
6421650520,298243518,2.98248e+08,0.999985,1.04883
6508636239,302093899,3.02099e+08,0.999985,1.0488
6596800241,305995538,3.05999e+08,0.999988,1.04877
6686158485,309947304,3.0995e+08,0.999991,1.04874
6776727148,313948883,3.13952e+08,0.999989,1.0487
6868522627,318002051,3.18006e+08,0.999987,1.04867
6961561540,322107987,3.22113e+08,0.999986,1.04864
7055860729,326268388,3.26272e+08,0.999988,1.04861
7151437267,330481690,3.30486e+08,0.999988,1.04858
7248308455,334748651,3.34754e+08,0.999985,1.04854
7346491830,339072558,3.39077e+08,0.999988,1.04851
7446005168,343451650,3.43456e+08,0.999988,1.04848
7546866483,347887271,3.47892e+08,0.999987,1.04845
7649094034,352379009,3.52385e+08,0.999983,1.04841
7752706329,356929923,3.56937e+08,0.999981,1.04838
7857722125,361541115,3.61547e+08,0.999984,1.04835
7964160432,366211244,3.66217e+08,0.999984,1.04832
8072040520,370942473,3.70948e+08,0.999986,1.04829
8181381919,375733837,3.75739e+08,0.999985,1.04825
8292204423,380589590,3.80593e+08,0.99999,1.04823
8404528095,385506245,3.8551e+08,0.99999,1.0482
8518373269,390486162,3.9049e+08,0.999989,1.04816
8633760555,395531504,3.95535e+08,0.999991,1.04813
8750710843,400640598,4.00645e+08,0.999988,1.0481
8869245303,405817187,4.05822e+08,0.999989,1.04807
8989385395,411060035,4.11065e+08,0.999988,1.04804
9111152867,416371458,4.16376e+08,0.999988,1.04801
9234569765,421751125,4.21757e+08,0.999987,1.04797
9359658431,427201552,4.27206e+08,0.999989,1.04795
9486441509,432721860,4.32727e+08,0.999989,1.04791
9614941952,438313909,4.38319e+08,0.999989,1.04788
9745183023,443980118,4.43983e+08,0.999994,1.04786
9877188300,449717249,4.49721e+08,0.999993,1.04783
10010981681,455529789,4.55533e+08,0.999994,1.0478
10146587385,461416458,4.6142e+08,0.999993,1.04776
10284029963,467378954,4.67383e+08,0.999991,1.04773
10423334296,473418977,4.73424e+08,0.999989,1.0477
10564525604,479536827,4.79543e+08,0.999987,1.04766
10707629445,485735798,4.85742e+08,0.999988,1.04764
10852671728,492015028,4.9202e+08,0.99999,1.04761
10999678709,498374737,4.9838e+08,0.999989,1.04757
11148677002,504817730,5.04822e+08,0.999991,1.04755
11299693580,511341733,5.11348e+08,0.999987,1.04751
11452755783,517950819,5.17959e+08,0.999985,1.04748
11607891320,524649631,5.24655e+08,0.99999,1.04745
11765128275,531432696,5.31438e+08,0.999991,1.04742
11924495114,538302813,5.38308e+08,0.99999,1.04739
12086020688,545261654,5.45268e+08,0.999988,1.04736
12249734238,552312903,5.52318e+08,0.999991,1.04733
12415665402,559452737,5.59459e+08,0.999988,1.0473
12583844219,566688053,5.66693e+08,0.999991,1.04727
12754301134,574014232,5.74021e+08,0.999989,1.04724
12927067008,581438318,5.81443e+08,0.999992,1.04721
13102173114,588956343,5.88962e+08,0.999991,1.04718
13279651155,596572764,5.96578e+08,0.999991,1.04715
13459533260,604287997,6.04293e+08,0.999992,1.04712
13641851992,612102894,6.12108e+08,0.999992,1.04709
13826640358,620018629,6.20024e+08,0.999991,1.04706
14013931811,628036119,6.28043e+08,0.99999,1.04703
14203760257,636158371,6.36165e+08,0.999989,1.047
14396160062,644386922,6.44393e+08,0.99999,1.04697
14591166055,652721783,6.52728e+08,0.99999,1.04694
14788813540,661165244,6.61171e+08,0.999992,1.04691
14989138298,669716925,6.69723e+08,0.999991,1.04688
15192176593,678381699,6.78386e+08,0.999994,1.04686
15397965184,687156298,6.87161e+08,0.999993,1.04682
15606541324,696046017,6.9605e+08,0.999994,1.0468
15817942773,705050072,7.05055e+08,0.999993,1.04677
16032207801,714170342,7.14176e+08,0.999992,1.04674
16249375198,723409846,7.23415e+08,0.999993,1.04671
16469484278,732768562,7.32774e+08,0.999992,1.04668
16692574889,742249536,7.42255e+08,0.999993,1.04665
16918687417,751853885,7.51858e+08,0.999994,1.04662
17147862797,761580494,7.61586e+08,0.999992,1.04659
17380142516,771434587,7.7144e+08,0.999992,1.04656
17615568626,781416212,7.81422e+08,0.999992,1.04653
17854183746,791527000,7.91534e+08,0.999992,1.0465
18096031073,801769796,8.01776e+08,0.999992,1.04647
18341154391,812143133,8.12151e+08,0.99999,1.04644
18589598074,822652808,8.22661e+08,0.99999,1.04641
18841407100,833297415,8.33307e+08,0.999988,1.04638
19096627054,844082301,8.44092e+08,0.999989,1.04635
19355304139,855008273,8.55016e+08,0.999991,1.04632
19617485186,866073150,8.66081e+08,0.99999,1.04629
19883217657,877282245,8.77291e+08,0.99999,1.04627
20152549659,888636595,8.88645e+08,0.99999,1.04624
20425529950,900139889,9.00147e+08,0.999992,1.04621
20702207949,911791482,9.11799e+08,0.999992,1.04618
20982633743,923594269,9.23601e+08,0.999993,1.04615
21266858100,935550032,9.35556e+08,0.999993,1.04612
21554932474,947660479,9.47667e+08,0.999993,1.0461
21846909015,959928719,9.59934e+08,0.999994,1.04607
22142840581,972355606,9.72361e+08,0.999994,1.04604
22442780746,984942431,9.84949e+08,0.999993,1.04601
22746783809,997695675,9.977e+08,0.999995,1.04598
23054904805,1010610801,1.01062e+09,0.999994,1.04595
23367199513,1023693488,1.0237e+09,0.999992,1.04592
23683724471,1036950323,1.03696e+09,0.999995,1.0459
24004536979,1050376187,1.05038e+09,0.999995,1.04587
24329695115,1063976664,1.06398e+09,0.999995,1.04584
24659257745,1077751796,1.07776e+09,0.999994,1.04581
24993284529,1091706618,1.09171e+09,0.999993,1.04578
25331835938,1105842892,1.10585e+09,0.999993,1.04575
25674973262,1120160779,1.12017e+09,0.999991,1.04572
26022758619,1134666801,1.13468e+09,0.999992,1.04569
26375254970,1149361906,1.14937e+09,0.999993,1.04567
26732526129,1164247336,1.16426e+09,0.999993,1.04564
27094636775,1179326018,1.17933e+09,0.999994,1.04561
27461652461,1194600728,1.19461e+09,0.999995,1.04558
27833639629,1210071641,1.21008e+09,0.999994,1.04556
28210665622,1225744240,1.22575e+09,0.999994,1.04553
28592798695,1241617581,1.24163e+09,0.999992,1.0455
28980108025,1257701628,1.25771e+09,0.999994,1.04547
29372663729,1273992161,1.274e+09,0.999993,1.04544
29770536873,1290493679,1.2905e+09,0.999993,1.04541
30173799486,1307209920,1.30722e+09,0.999993,1.04539
30582524571,1324143784,1.32415e+09,0.999993,1.04536
30996786121,1341297810,1.34131e+09,0.999994,1.04533
31416659131,1358673885,1.35868e+09,0.999994,1.0453
31842219614,1376275263,1.37628e+09,0.999994,1.04528
32273544609,1394106612,1.39411e+09,0.999994,1.04525
32710712201,1412166555,1.41218e+09,0.999993,1.04522
33153801531,1430465001,1.43047e+09,0.999995,1.0452
33602892815,1448996315,1.44901e+09,0.999994,1.04517
34058067352,1467768113,1.46778e+09,0.999992,1.04514
34519407545,1486787769,1.4868e+09,0.999993,1.04511
34986996911,1506053773,1.50606e+09,0.999994,1.04508
35460920100,1525569288,1.52558e+09,0.999994,1.04506
35941262908,1545339065,1.54535e+09,0.999995,1.04503
36428112293,1565363712,1.56537e+09,0.999995,1.045
36921556392,1585649740,1.58566e+09,0.999996,1.04498
37421684533,1606197947,1.60621e+09,0.999995,1.04495
37928587258,1627013669,1.62702e+09,0.999996,1.04492
38442356333,1648099936,1.64811e+09,0.999996,1.04489
38963084767,1669457665,1.66947e+09,0.999995,1.04487
39490866830,1691093287,1.6911e+09,0.999994,1.04484
40025798067,1713011623,1.71302e+09,0.999995,1.04481
40567975320,1735215609,1.73522e+09,0.999995,1.04478
41117496740,1757702965,1.75771e+09,0.999993,1.04476
41674461810,1780486336,1.7805e+09,0.999994,1.04473
42238971359,1803567948,1.80358e+09,0.999995,1.0447
42811127582,1826945048,1.82696e+09,0.999994,1.04468
43391034059,1850625575,1.85064e+09,0.999993,1.04465
43978795772,1874617479,1.87463e+09,0.999995,1.04462
44574519126,1898919080,1.89893e+09,0.999995,1.04459
45178311967,1923538530,1.92355e+09,0.999996,1.04457
45790283601,1948475006,1.94848e+09,0.999996,1.04454
46410544817,1973733247,1.97374e+09,0.999994,1.04451
47039207901,1999324373,1.99933e+09,0.999995,1.04449
47676386665,2025243312,2.02526e+09,0.999994,1.04446
48322196457,2051500827,2.05151e+09,0.999994,1.04443
48976754192,2078100778,2.07811e+09,0.999994,1.04441
49640178366,2105045743,2.10506e+09,0.999994,1.04438
50312589082,2132339134,2.13235e+09,0.999993,1.04435
50994108068,2159991786,2.16e+09,0.999995,1.04433
51684858703,2188002462,2.18801e+09,0.999995,1.0443
52384966035,2216373785,2.21639e+09,0.999995,1.04427
53094556807,2245117298,2.24513e+09,0.999996,1.04425
53813759480,2274233831,2.27424e+09,0.999996,1.04422
54542704253,2303726808,2.30374e+09,0.999996,1.0442
55281523089,2333604258,2.33361e+09,0.999997,1.04417
56030349740,2363869352,2.36388e+09,0.999997,1.04414
56789319768,2394527563,2.39454e+09,0.999997,1.04412
57558570573,2425582670,2.42559e+09,0.999996,1.04409
58338241414,2457043248,2.45705e+09,0.999997,1.04407
59128473439,2488910237,2.48892e+09,0.999996,1.04404
59929409706,2521192889,2.5212e+09,0.999996,1.04401
60741195212,2553897132,2.55391e+09,0.999996,1.04399
61563976916,2587023014,2.58703e+09,0.999996,1.04396
62397903770,2620581115,2.62059e+09,0.999996,1.04393
63243126743,2654575328,2.65459e+09,0.999996,1.04391
64099798849,2689012832,2.68902e+09,0.999996,1.04388
64968075173,2723893803,2.72391e+09,0.999995,1.04385
65848112904,2759231615,2.75924e+09,0.999995,1.04383
66740071358,2795027553,2.79504e+09,0.999995,1.0438
67644112009,2831288775,2.8313e+09,0.999995,1.04378
68560398519,2868023533,2.86804e+09,0.999995,1.04375
69489096766,2905236131,2.90525e+09,0.999996,1.04373
70430374876,2942929944,2.94294e+09,0.999996,1.0437
71384403253,2981118728,2.98113e+09,0.999997,1.04368
72351354607,3019795182,3.01981e+09,0.999996,1.04365
73331403989,3058979357,3.05899e+09,0.999996,1.04362
74324728822,3098669748,3.09868e+09,0.999995,1.0436
75331508929,3138880241,3.13889e+09,0.999996,1.04357
76351926573,3179613176,3.17963e+09,0.999996,1.04355
77386166483,3220879134,3.22089e+09,0.999997,1.04352
78434415891,3262673431,3.26269e+09,0.999996,1.04349
79496864566,3305016382,3.30503e+09,0.999996,1.04347
80573704847,3347908119,3.34792e+09,0.999996,1.04344
81665131678,3391355892,3.39137e+09,0.999996,1.04342
82771342644,3435372879,3.43539e+09,0.999996,1.04339
83892538006,3479960481,3.47997e+09,0.999997,1.04337
85028920738,3525127667,3.52514e+09,0.999997,1.04334
86180696565,3570882193,3.57089e+09,0.999997,1.04332
87348073995,3617231447,3.61724e+09,0.999997,1.04329
88531264364,3664181973,3.6642e+09,0.999996,1.04327
89730481869,3711745172,3.71176e+09,0.999996,1.04324
90945943608,3759925350,3.75994e+09,0.999996,1.04322
92177869622,3808735632,3.80875e+09,0.999997,1.04319
93426482930,3858177487,3.85819e+09,0.999997,1.04317
94692009572,3908264767,3.90828e+09,0.999997,1.04314
95974678653,3959001912,3.95901e+09,0.999997,1.04312
97274722377,4010396619,4.01041e+09,0.999997,1.04309
98592376098,4062466089,4.06248e+09,0.999998,1.04307
99927878353,4115207043,4.11522e+09,0.999997,1.04304
101281470915,4168640944,4.16865e+09,0.999998,1.04302
102653398830,4222765287,4.22277e+09,0.999998,1.04299
104043910461,4277587826,4.2776e+09,0.999997,1.04297
105453257538,4333127994,4.33314e+09,0.999997,1.04294
106881695201,4389384089,4.3894e+09,0.999995,1.04291
108329482046,4446380216,4.4464e+09,0.999996,1.04289
109796880169,4504114804,4.50414e+09,0.999995,1.04286
111284155219,4562605288,4.56263e+09,0.999996,1.04284
112791576444,4621855992,4.62187e+09,0.999996,1.04281
114319416737,4681876695,4.68189e+09,0.999996,1.04279
115867952689,4742681016,4.7427e+09,0.999997,1.04277
117437464636,4804271158,4.80429e+09,0.999997,1.04274
119028236713,4866662055,4.86668e+09,0.999996,1.04272
120640556904,4929863486,4.92989e+09,0.999996,1.04269
122274717092,4993899013,4.99391e+09,0.999997,1.04267
123931013116,5058761524,5.05877e+09,0.999998,1.04264
125609744821,5124465037,5.12448e+09,0.999998,1.04262
127311216113,5191022730,5.19104e+09,0.999997,1.04259
129035735016,5258448512,5.25846e+09,0.999997,1.04257
130783613727,5326755035,5.32677e+09,0.999998,1.04255
132555168669,5395944117,5.39596e+09,0.999998,1.04252
134350720554,5466036702,5.46605e+09,0.999998,1.0425
136170594438,5537036886,5.53705e+09,0.999997,1.04247
138015119778,5608963447,5.60898e+09,0.999997,1.04245
139884630496,5681830459,5.68185e+09,0.999997,1.04242
141779465035,5755643584,5.75566e+09,0.999997,1.0424
143699966426,5830416567,5.83043e+09,0.999997,1.04237
145646482342,5906163221,5.90618e+09,0.999997,1.04235
147619365170,5982901754,5.98291e+09,0.999998,1.04233
149618972066,6060631150,6.06064e+09,0.999998,1.0423
151645665028,6139368714,6.13939e+09,0.999997,1.04228
153699810954,6219129506,6.21915e+09,0.999996,1.04225
155781781715,6299942877,6.29996e+09,0.999997,1.04223
157891954216,6381800967,6.38182e+09,0.999997,1.04221
160030710471,6464724750,6.46474e+09,0.999997,1.04218
162198437665,6548726911,6.54874e+09,0.999997,1.04216
164395528231,6633818701,6.63384e+09,0.999997,1.04213
166622379916,6720023516,6.72005e+09,0.999997,1.04211
168879395854,6807351899,6.80737e+09,0.999997,1.04209
171166984642,6895819539,6.89583e+09,0.999998,1.04206
173485560410,6985430811,6.98545e+09,0.999997,1.04204
175835542898,7076213400,7.07623e+09,0.999997,1.04201
178217357532,7168175778,7.16819e+09,0.999997,1.04199
180631435500,7261338513,7.26136e+09,0.999998,1.04197
183078213833,7355712193,7.35573e+09,0.999998,1.04194
185558135478,7451311616,7.45133e+09,0.999997,1.04192
188071649386,7548158222,7.54818e+09,0.999997,1.04189
190619210586,7646264546,7.64629e+09,0.999997,1.04187
193201280274,7745652113,7.74567e+09,0.999997,1.04185
195818325890,7846333688,7.84635e+09,0.999998,1.04182
198470821207,7948327002,7.94834e+09,0.999998,1.0418
201159246418,8051652287,8.05166e+09,0.999999,1.04178
203884088216,8156305237,8.15633e+09,0.999997,1.04175
206645839890,8262336874,8.26235e+09,0.999998,1.04173
209445001410,8369745898,8.36976e+09,0.999998,1.04171
