x,pi,Li,ratio1,ratio2
42702,4464,4486.16,0.99506,1.11459
43280,4516,4540.34,0.99464,1.11392
43867,4566,4595.29,0.993626,1.11258
44461,4621,4650.83,0.993587,1.11234
45063,4679,4707.04,0.994043,1.11265
45674,4733,4764.02,0.993488,1.11183
46292,4787,4821.59,0.992827,1.11089
46919,4847,4879.91,0.993255,1.11117
47555,4902,4939.01,0.992507,1.11014
48199,4963,4998.77,0.992845,1.11032
48852,5023,5059.29,0.992828,1.11011
49514,5086,5120.56,0.99325,1.11039
50184,5153,5182.5,0.994307,1.11138
50864,5209,5245.29,0.993081,1.10981
51553,5276,5308.83,0.993816,1.11044
52252,5341,5373.21,0.994005,1.11046
52959,5403,5438.25,0.993518,1.10972
53677,5470,5504.22,0.993783,1.10983
54404,5534,5570.93,0.993371,1.10918
55141,5603,5638.48,0.993708,1.10937
55888,5671,5706.86,0.993717,1.10919
56645,5743,5776.07,0.994275,1.10962
57412,5821,5846.1,0.995706,1.11103
58190,5892,5917.06,0.995765,1.11091
58978,5960,5988.84,0.995185,1.11008
59777,6042,6061.53,0.996778,1.11167
60587,6104,6135.13,0.994926,1.10942
61407,6177,6209.55,0.994758,1.10905
62239,6256,6284.97,0.995391,1.10957
63082,6326,6361.29,0.994453,1.10834
63937,6410,6438.6,0.995558,1.10939
64803,6477,6516.81,0.99389,1.10735
65681,6560,6596.01,0.99454,1.10789
66570,6637,6676.11,0.994142,1.10726
67472,6720,6757.28,0.994483,1.10746
68386,6800,6839.43,0.994235,1.10701
69312,6880,6922.55,0.993853,1.1064
70251,6964,7006.74,0.9939,1.10628
71203,7049,7092,0.993937,1.10614
72167,7143,7178.22,0.995093,1.10725
73145,7232,7265.6,0.995376,1.10739
74136,7312,7354.02,0.994286,1.106
75140,7403,7443.5,0.994559,1.10613
76158,7497,7534.12,0.995073,1.10652
77189,7582,7625.79,0.994258,1.10544
78235,7683,7718.68,0.995378,1.10651
79295,7770,7812.7,0.994535,1.1054
80369,7870,7907.85,0.995214,1.10598
81457,7969,8004.12,0.995612,1.10625
82561,8071,8101.69,0.996212,1.10675
83679,8166,8200.39,0.995807,1.10613
84813,8264,8300.37,0.995618,1.10575
85962,8360,8401.56,0.995053,1.10495
87126,8461,8503.95,0.994949,1.10466
88306,8563,8607.63,0.994816,1.10434
89502,8666,8712.58,0.994654,1.104
90715,8780,8818.9,0.995589,1.10487
91943,8881,8926.41,0.994913,1.10395
93189,9001,9035.37,0.996196,1.1052
94451,9110,9145.6,0.996108,1.10494
95731,9227,9257.26,0.996731,1.10546
97027,9340,9370.19,0.996778,1.10535
98342,9443,9484.65,0.995609,1.10389
99674,9562,9600.44,0.995996,1.10415
101024,9675,9717.67,0.995609,1.10356
102392,9804,9836.32,0.996715,1.10462
103779,9912,9956.47,0.995533,1.10315
105185,10035,10078.1,0.99572,1.10319
106610,10157,10201.3,0.995658,1.10296
108054,10280,10326,0.99555,1.10268
109518,10411,10452.2,0.996059,1.10308
111001,10536,10579.9,0.995849,1.10269
112505,10663,10709.3,0.995676,1.10234
114029,10791,10840.3,0.995456,1.10194
115573,10919,10972.8,0.995098,1.10138
117139,11057,11107,0.995495,1.10166
118726,11192,11242.9,0.99547,1.10148
120334,11329,11380.5,0.995477,1.10133
121964,11472,11519.7,0.995856,1.10159
123616,11616,11660.7,0.996166,1.10177
125291,11759,11803.5,0.996231,1.10169
126988,11900,11948,0.995985,1.10126
128708,12050,12094.2,0.996341,1.1015
130451,12200,12242.3,0.996544,1.10157
132218,12342,12392.2,0.995946,1.10075
134009,12496,12544,0.996171,1.10085
135825,12652,12697.8,0.996395,1.10094
137664,12815,12853.3,0.997022,1.10148
139529,12969,13010.8,0.996787,1.10107
141419,13132,13170.3,0.997095,1.10126
143335,13288,13331.7,0.99672,1.10069
145276,13443,13495.1,0.996138,1.0999
147244,13611,13660.6,0.99637,1.1
149239,13781,13828.1,0.996591,1.1001
151260,13956,13997.7,0.997022,1.10042
153309,14131,14169.4,0.997291,1.10057
155386,14305,14343.2,0.997334,1.10047
157491,14482,14519.2,0.997435,1.10043
159624,14650,14697.4,0.996776,1.09956
161786,14835,14877.7,0.997128,1.09979
163978,15010,15060.4,0.996654,1.09913
166199,15187,15245.3,0.996179,1.09845
168450,15369,15432.4,0.995891,1.09799
170732,15560,15621.9,0.996036,1.098
173045,15757,15813.8,0.996408,1.09827
175389,15939,16008,0.995688,1.09733
177765,16139,16204.7,0.995946,1.09747
180173,16353,16403.8,0.996904,1.09838
182613,16548,16605.3,0.996549,1.09785
185087,16753,16809.4,0.996645,1.09781
187594,16970,17016,0.997298,1.09838
190135,17178,17225.1,0.997263,1.0982
192711,17388,17436.9,0.997193,1.09798
195321,17602,17651.3,0.997207,1.09786
197967,17819,17868.4,0.997236,1.09775
200648,18034,18088.1,0.99701,1.09736
203366,18255,18310.6,0.996964,1.09717
206121,18475,18535.9,0.996717,1.09675
208913,18711,18763.9,0.99718,1.09712
211743,18955,18994.8,0.997904,1.09778
214611,19180,19228.5,0.997475,1.09717
217518,19409,19465.2,0.997112,1.09663
220465,19651,19704.9,0.997266,1.09666
223451,19899,19947.4,0.997572,1.09686
226478,20140,20193.1,0.997373,1.09651
229546,20392,20441.7,0.997567,1.09658
232655,20648,20693.5,0.997803,1.0967
235806,20892,20948.3,0.997312,1.09603
239001,21142,21206.4,0.996961,1.09551
242238,21408,21467.7,0.99722,1.09566
245519,21672,21732.2,0.997231,1.09553
248845,21951,22000,0.997772,1.09599
252216,22220,22271.2,0.997701,1.09578
255632,22492,22545.7,0.997619,1.09556
259095,22765,22823.7,0.99743,1.09521
262605,23037,23105.1,0.997053,1.09467
266162,23328,23390,0.99735,1.09486
269767,23628,23678.4,0.99787,1.0953
273421,23918,23970.5,0.997811,1.0951
277125,24213,24266.2,0.997808,1.09497
280879,24505,24565.6,0.997534,1.09453
284684,24813,24868.7,0.99776,1.09465
288540,25103,25175.6,0.997118,1.09382
292448,25417,25486.2,0.997284,1.09387
296410,25721,25800.9,0.996905,1.09332
300425,26029,26119.3,0.996541,1.09279
304494,26364,26441.8,0.997059,1.09323
308619,26693,26768.3,0.997187,1.09324
312799,27019,27098.8,0.997054,1.09297
317037,27361,27433.6,0.997354,1.09317
321331,27716,27772.4,0.997969,1.09372
325684,28061,28115.5,0.998062,1.09369
330095,28412,28462.8,0.998215,1.09373
334567,28763,28814.6,0.998211,1.0936
339099,29119,29170.6,0.99823,1.09349
343692,29478,29531.1,0.998201,1.09334
348348,29843,29896.2,0.998221,1.09323
353066,30219,30265.7,0.998457,1.09336
357849,30595,30639.9,0.998533,1.09332
362696,30957,31018.8,0.998009,1.09262
367609,31351,31402.4,0.998365,1.09289
372588,31711,31790.7,0.997493,1.09181
377635,32117,32183.9,0.997921,1.09216
382751,32503,32582.1,0.997573,1.09165
387935,32903,32985.1,0.99751,1.09146
393190,33332,33393.3,0.998165,1.09205
398516,33744,33806.5,0.998151,1.09192
403915,34145,34225,0.997663,1.09126
409386,34561,34648.6,0.997473,1.09093
414931,34996,35077.4,0.997678,1.09103
420552,35433,35511.7,0.997783,1.09103
426248,35869,35951.4,0.997709,1.09082
432022,36319,36396.6,0.997869,1.09088
437874,36784,36847.3,0.998282,1.09121
443806,37248,37303.8,0.998505,1.09134
449817,37693,37765.8,0.998073,1.09074
455910,38156,38233.6,0.997969,1.09051
462086,38609,38707.4,0.997458,1.08983
468345,39095,39187,0.997653,1.08993
474689,39594,39672.6,0.998019,1.09021
481119,40094,40164.3,0.99825,1.09034
487637,40575,40662.2,0.997855,1.08979
494242,41086,41166.3,0.99805,1.08989
500937,41613,41676.6,0.998473,1.09023
507722,42120,42193.4,0.998261,1.08989
514600,42640,42716.6,0.998206,1.08971
521570,43184,43246.3,0.998558,1.08998
528635,43720,43782.7,0.998567,1.08987
535796,44255,44325.9,0.998401,1.08958
543054,44803,44875.8,0.998378,1.08943
550410,45351,45432.6,0.998205,1.08913
557866,45915,45996.3,0.998232,1.08905
565422,46479,46567.1,0.998108,1.0888
573081,47064,47145,0.998281,1.08887
580844,47649,47730.2,0.998298,1.08878
588712,48263,48322.8,0.998763,1.08917
596687,48853,48922.7,0.998575,1.08885
604769,49460,49530.1,0.998584,1.08875
612961,50078,50145.2,0.998661,1.08872
621264,50708,50767.9,0.99882,1.08878
629680,51310,51398.5,0.998278,1.08808
638209,51958,52036.9,0.998483,1.08819
646854,52580,52683.4,0.998038,1.08759
655616,53248,53337.9,0.998315,1.08778
664497,53903,54000.7,0.998192,1.08754
673498,54579,54671.7,0.998305,1.08755
682621,55261,55351.1,0.998371,1.08751
691868,55940,56039.1,0.998231,1.08725
701239,56633,56735.7,0.99819,1.0871
710738,57360,57441,0.99859,1.08742
720366,58059,58155.2,0.998346,1.08705
730124,58796,58878.3,0.998602,1.08722
740014,59532,59610.5,0.998683,1.0872
750038,60240,60351.9,0.998147,1.0865
760197,60993,61102.5,0.998209,1.08646
770495,61769,61862.6,0.998488,1.08666
780932,62533,62632.2,0.998417,1.08647
791510,63321,63411.4,0.998575,1.08654
802232,64122,64200.4,0.998778,1.08665
813098,64912,64999.3,0.998657,1.08642
824112,65733,65808.2,0.998857,1.08653
835275,66550,66627.3,0.99884,1.0864
846590,67367,67456.7,0.99867,1.08611
858058,68205,68296.5,0.99866,1.08599
869681,69071,69146.8,0.998903,1.08615
881461,69939,70007.8,0.999018,1.08617
893401,70805,70879.6,0.998948,1.08599
905503,71671,71762.3,0.998728,1.08565
917768,72569,72656.1,0.998802,1.08562
930200,73491,73561.1,0.999047,1.08579
942800,74397,74477.5,0.99892,1.08554
955571,75311,75405.4,0.998749,1.08525
968515,76245,76344.9,0.998691,1.08509
981634,77184,77296.2,0.998548,1.08483
994931,78133,78259.5,0.998383,1.08455
1008408,79128,79234.9,0.998651,1.08474
1022068,80128,80222.6,0.998821,1.08482
1035913,81120,81222.6,0.998736,1.08462
1049945,82130,82235.2,0.99872,1.08451
1064167,83126,83260.5,0.998384,1.08404
1078582,84159,84298.7,0.998342,1.08389
1093192,85219,85350,0.998465,1.08392
1108000,86299,86414.4,0.998664,1.08404
1123009,87377,87492.3,0.998682,1.08396
1138221,88478,88583.7,0.998807,1.08399
1153639,89572,89688.8,0.998698,1.08377
1169266,90714,90807.8,0.998967,1.08397
1185104,91869,91940.8,0.999219,1.08414
1201157,93018,93088.1,0.999247,1.08407
1217428,94170,94249.8,0.999153,1.08387
1233919,95321,95426.2,0.998898,1.08349
1250633,96514,96617.3,0.998931,1.08343
1267574,97729,97823.4,0.999035,1.08345
1284744,98941,99044.6,0.998954,1.08326
1302146,100175,100281,0.998941,1.08315
1319785,101421,101533,0.998893,1.083
1337662,102684,102801,0.998859,1.08286
1355782,103961,104085,0.998807,1.08271
1374147,105253,105385,0.998745,1.08255
1392761,106572,106702,0.998785,1.08249
1411627,107922,108035,0.998958,1.08258
1430748,109250,109384,0.998772,1.08229
1450129,110638,110751,0.998979,1.08241
1469772,112029,112135,0.999055,1.0824
1489681,113436,113536,0.999117,1.08237
1509859,114873,114955,0.999285,1.08246
1530312,116300,116392,0.999209,1.08228
1551041,117740,117847,0.999093,1.08206
1572051,119207,119320,0.999052,1.08192
1593345,120669,120812,0.998817,1.08157
1614928,122184,122322,0.998868,1.08153
1636803,123746,123852,0.999144,1.08174
1658975,125267,125401,0.998932,1.08141
1681447,126855,126969,0.9991,1.0815
1704223,128434,128557,0.999041,1.08134
1727308,130027,130165,0.998937,1.08114
1750706,131663,131794,0.999007,1.08112
1774420,133282,133443,0.998796,1.0808
1798456,134957,135112,0.998851,1.08077
1822818,136642,136803,0.998823,1.08064
1847509,138370,138515,0.998953,1.08069
1872535,140128,140249,0.99914,1.0808
1897900,141889,142004,0.99919,1.08077
1923608,143661,143781,0.999162,1.08064
1949665,145481,145581,0.99931,1.08071
1976074,147254,147404,0.998982,1.08027
2002841,149126,149250,0.999172,1.08038
2029971,151018,151118,0.999335,1.08047
2057469,152894,153011,0.999236,1.08027
2085339,154805,154927,0.999211,1.08015
2113586,156744,156868,0.999212,1.08006
2142216,158716,158833,0.999266,1.08003
2171234,160713,160822,0.999321,1.08
2200645,162703,162837,0.999177,1.07975
2230454,164747,164877,0.99921,1.0797
2260667,166825,166943,0.999292,1.0797
2291289,168918,169035,0.999307,1.07963
2322326,171011,171153,0.999168,1.07939
2353784,173129,173299,0.999021,1.07914
2385667,175302,175471,0.999038,1.07907
2417983,177518,177670,0.999143,1.0791
2450736,179725,179898,0.99904,1.0789
2483933,181972,182153,0.999006,1.07877
2517580,184258,184437,0.999029,1.07871
2551682,186565,186750,0.999011,1.0786
2586247,188944,189092,0.999219,1.07874
2621279,191300,191463,0.999148,1.07858
2656786,193724,193865,0.999275,1.07863
2692774,196147,196296,0.99924,1.0785
2729250,198614,198759,0.999272,1.07845
2766219,201091,201252,0.999199,1.07829
2803690,203613,203777,0.999194,1.0782
2841667,206224,206334,0.999467,1.07841
2880160,208778,208923,0.999305,1.07814
2919174,211400,211545,0.999314,1.07807
2958716,214019,214200,0.999154,1.07781
2998794,216735,216889,0.999292,1.07788
3039414,219433,219611,0.999189,1.07768
3080585,222192,222368,0.999209,1.07762
3122314,224999,225160,0.999286,1.07762
3164608,227809,227987,0.999221,1.07746
3207475,230729,230849,0.999478,1.07765
3250922,233642,233748,0.999546,1.07764
3294958,236579,236684,0.999558,1.07757
3339591,239529,239656,0.999469,1.07739
3384828,242526,242667,0.999421,1.07726
3430678,245594,245715,0.999509,1.07727
3477149,248662,248801,0.999439,1.07711
3524249,251732,251927,0.999225,1.0768
3571988,254881,255093,0.999171,1.07666
3620373,258111,258298,0.999277,1.07669
3669413,261337,261544,0.99921,1.07653
3719118,264656,264830,0.999341,1.07659
3769496,267982,268159,0.99934,1.07651
3820556,271366,271529,0.999398,1.07649
3872308,274765,274942,0.999354,1.07636
3924762,278236,278399,0.999415,1.07635
3977925,281745,281899,0.999454,1.07631
4031809,285252,285443,0.99933,1.07609
4086423,288873,289032,0.999449,1.07614
4141776,292469,292667,0.999324,1.07593
4197879,296183,296347,0.999446,1.07598
4254743,299911,300074,0.999456,1.07591
4312376,303638,303849,0.999307,1.07567
4370790,307428,307671,0.999212,1.07548
4429995,311338,311541,0.999349,1.07555
4490003,315310,315460,0.999524,1.07566
4550823,319219,319429,0.999342,1.07539
4612467,323270,323448,0.999449,1.07542
4674946,327306,327518,0.999352,1.07524
4738272,331477,331640,0.999509,1.07533
4802455,335599,335814,0.999361,1.07509
4867507,339848,340040,0.999435,1.07509
4933441,344159,344320,0.999532,1.07512
5000268,348529,348654,0.99964,1.07515
5068000,352892,353044,0.999571,1.075
5136650,357341,357488,0.999588,1.07494
5206229,361828,361989,0.999554,1.07483
5276751,366410,366547,0.999625,1.07483
5348229,371020,371163,0.999614,1.07474
5420674,375679,375837,0.999579,1.07462
5494101,380406,380571,0.999567,1.07453
5568522,385170,385364,0.999497,1.07438
5643952,389995,390218,0.999428,1.07423
5720403,394933,395134,0.999492,1.07422
5797890,399855,400112,0.999359,1.074
5876426,404888,405152,0.999347,1.07391
5956027,410061,410257,0.999521,1.07402
6036705,415199,415427,0.999452,1.07387
6118477,420443,420662,0.99948,1.07383
6201356,425734,425963,0.999462,1.07373
6285357,431113,431332,0.999493,1.07369
6370497,436557,436768,0.999516,1.07364
6456790,442022,442274,0.999431,1.07347
6544251,447588,447849,0.999417,1.07338
6632898,453259,453495,0.999479,1.07338
6722745,458972,459213,0.999476,1.0733
6813809,464756,465003,0.99947,1.07322
6906107,470666,470866,0.999575,1.07325
6999655,476629,476804,0.999633,1.07324
7094470,482668,482817,0.999691,1.07323
7190570,488717,488906,0.999613,1.07307
7287971,494891,495073,0.999633,1.07302
7386692,501140,501318,0.999645,1.07296
7486750,507446,507642,0.999614,1.07285
7588163,513808,514046,0.999537,1.0727
7690950,520330,520531,0.999613,1.07271
7795129,526838,527099,0.999505,1.07252
7900719,533543,533750,0.999612,1.07256
8007740,540270,540486,0.999601,1.07247
8116211,547032,547307,0.999498,1.07229
8226150,553964,554214,0.999549,1.07227
8337579,560954,561209,0.999546,1.0722
8450518,567997,568293,0.999479,1.07205
8564986,575221,575467,0.999573,1.07208
8681004,582503,582731,0.999608,1.07205
8798595,589920,590089,0.999714,1.07209
8917778,597323,597539,0.999639,1.07194
9038575,604839,605084,0.999595,1.07182
9161009,612460,612725,0.999568,1.07172
9285101,620244,620462,0.999648,1.07173
9410874,628063,628298,0.999625,1.07164
9538351,635965,636234,0.999577,1.07151
9667555,644051,644270,0.99966,1.07153
9798509,652165,652409,0.999627,1.07143
9931236,660353,660650,0.99955,1.07127
10065762,668703,668997,0.999561,1.07122
10202109,677104,677449,0.999491,1.07107
10340304,685687,686009,0.999531,1.07104
10480371,694384,694677,0.999578,1.07102
10622335,703151,703455,0.999567,1.07094
10766222,712103,712345,0.99966,1.07097
10912058,721091,721348,0.999643,1.07088
11059869,730209,730466,0.999648,1.07082
11209683,739468,739699,0.999688,1.07079
11361526,748781,749049,0.999642,1.07068
11515425,758220,758519,0.999606,1.07057
11671410,767891,768108,0.999717,1.07062
11829507,777603,777820,0.999721,1.07055
11989746,787440,787655,0.999727,1.07049
12152155,797381,797615,0.999707,1.0704
12316765,807489,807701,0.999737,1.07037
12483604,817733,817916,0.999776,1.07034
12652703,828040,828260,0.999734,1.07023
12824093,838566,838737,0.999797,1.07023
12997804,849112,849346,0.999725,1.07008
13173868,859773,860090,0.999632,1.06991
13352317,870677,870971,0.999663,1.06988
13533184,881639,881990,0.999602,1.06975
13716500,892841,893149,0.999655,1.06974
13902300,904205,904450,0.999729,1.06975
14090616,915578,915895,0.999654,1.0696
14281483,927169,927485,0.999659,1.06954
14474936,938940,939223,0.999699,1.06952
14671009,950796,951110,0.99967,1.06942
14869738,962885,963148,0.999727,1.06941
15071159,975020,975340,0.999672,1.06929
15275308,987359,987686,0.999669,1.06922
15482223,999782,1.00019e+06,0.999592,1.06907
15691941,1012532,1.01285e+06,0.999684,1.0691
15904499,1025364,1.02568e+06,0.999696,1.06905
16119936,1038314,1.03866e+06,0.999664,1.06895
16338292,1051443,1.05181e+06,0.999646,1.06887
16559606,1064722,1.06513e+06,0.999613,1.06876
16783917,1078277,1.07862e+06,0.999679,1.06877
17011267,1092013,1.09228e+06,0.999752,1.06878
17241696,1105782,1.10612e+06,0.999696,1.06866
17475247,1119862,1.12013e+06,0.999761,1.06866
17711961,1134074,1.13432e+06,0.999785,1.06862
17951882,1148438,1.14869e+06,0.999783,1.06856
18195053,1162918,1.16324e+06,0.999723,1.06843
18441517,1177722,1.17798e+06,0.999783,1.06843
18691321,1192607,1.1929e+06,0.999752,1.06833
18944508,1207742,1.20802e+06,0.999771,1.06829
19201124,1223025,1.22333e+06,0.999754,1.0682
19461217,1238580,1.23883e+06,0.999799,1.06819
19724832,1254160,1.25453e+06,0.999706,1.06802
19992019,1270133,1.27043e+06,0.999767,1.06803
20262825,1286224,1.28653e+06,0.999761,1.06796
20537299,1302468,1.30284e+06,0.999715,1.06784
20815491,1319033,1.31935e+06,0.999756,1.06782
21097451,1335727,1.33608e+06,0.999736,1.06774
21383231,1352661,1.35302e+06,0.999735,1.06768
21672882,1369822,1.37017e+06,0.999743,1.06762
21966456,1387274,1.38755e+06,0.999804,1.06762
22264007,1404757,1.40514e+06,0.999727,1.06748
22565588,1422548,1.42296e+06,0.999711,1.0674
22871255,1440624,1.441e+06,0.999736,1.06736
23181062,1458945,1.45928e+06,0.99977,1.06734
23495065,1477416,1.47779e+06,0.999748,1.06725
23813322,1496129,1.49653e+06,0.99973,1.06717
24135890,1515082,1.51552e+06,0.999714,1.06709
24462828,1534377,1.53474e+06,0.999763,1.06708
24794194,1553931,1.55421e+06,0.99982,1.06708
25130048,1573613,1.57393e+06,0.9998,1.067
25470452,1593462,1.5939e+06,0.999727,1.06686
25815467,1613703,1.61412e+06,0.999741,1.06681
26165156,1634205,1.6346e+06,0.999756,1.06677
26519581,1654950,1.65535e+06,0.999761,1.06671
26878807,1675949,1.67635e+06,0.999759,1.06665
27242899,1697255,1.69763e+06,0.99978,1.06661
27611923,1718830,1.71917e+06,0.9998,1.06657
27985946,1740632,1.741e+06,0.999791,1.0665
28365035,1762723,1.76309e+06,0.999789,1.06644
28749259,1785134,1.78548e+06,0.999809,1.0664
29138688,1807718,1.80814e+06,0.999765,1.06629
29533392,1830648,1.8311e+06,0.999754,1.06622
29933442,1853935,1.85435e+06,0.999778,1.06618
30338911,1877658,1.87789e+06,0.999876,1.06623
30749873,1901512,1.90174e+06,0.999882,1.06617
31166401,1925574,1.92588e+06,0.999839,1.06607
31588572,1949976,1.95034e+06,0.999812,1.06598
32016461,1974750,1.97511e+06,0.999817,1.06593
32450146,1999833,2.0002e+06,0.999818,1.06587
32889706,2025251,2.0256e+06,0.999827,1.06582
33335220,2051039,2.05133e+06,0.999858,1.06579
33786769,2077134,2.07739e+06,0.999877,1.06575
34244434,2103337,2.10378e+06,0.99979,1.0656
34708299,2129949,2.13051e+06,0.999739,1.06549
35178447,2157000,2.15757e+06,0.999734,1.06542
35654963,2184447,2.18499e+06,0.999753,1.06538
36137935,2212201,2.21275e+06,0.999752,1.06532
36627448,2240353,2.24087e+06,0.999771,1.06529
37123592,2268804,2.26934e+06,0.999762,1.06522
37626457,2297620,2.29818e+06,0.999755,1.06515
38136134,2326811,2.32739e+06,0.999751,1.06509
38652714,2356426,2.35697e+06,0.999768,1.06505
39176292,2386483,2.38693e+06,0.999813,1.06504
39706962,2417015,2.41727e+06,0.999894,1.06507
40244820,2447620,2.448e+06,0.999845,1.06496
40789965,2478825,2.47912e+06,0.999881,1.06494
41342493,2510306,2.51064e+06,0.999868,1.06487
41902506,2542144,2.54256e+06,0.999837,1.06478
42470104,2574469,2.57489e+06,0.999838,1.06472
43045391,2607088,2.60763e+06,0.999794,1.06462
43628471,2640310,2.64078e+06,0.99982,1.06459
44219449,2673816,2.67437e+06,0.999794,1.0645
44818432,2707881,2.70838e+06,0.999816,1.06447
45425529,2742406,2.74282e+06,0.999848,1.06444
46040850,2777360,2.77771e+06,0.999874,1.06442
46664505,2812674,2.81304e+06,0.99987,1.06435
47296608,2848435,2.84882e+06,0.999864,1.06429
47937273,2884629,2.88506e+06,0.99985,1.06422
48586617,2921221,2.92176e+06,0.999814,1.06413
49244757,2958366,2.95894e+06,0.999808,1.06406
49911811,2996171,2.99658e+06,0.999863,1.06407
50587901,3034290,3.03471e+06,0.999862,1.06401
51273150,3072842,3.07332e+06,0.999844,1.06393
51967680,3112025,3.11243e+06,0.99987,1.0639
52671618,3151579,3.15204e+06,0.999854,1.06383
53385092,3191701,3.19215e+06,0.999859,1.06378
54108230,3232271,3.23278e+06,0.999843,1.06371
54841164,3273309,3.27392e+06,0.999812,1.06362
55584026,3314932,3.31559e+06,0.9998,1.06355
56336950,3357268,3.3578e+06,0.999842,1.06354
57100073,3400041,3.40054e+06,0.999853,1.0635
57873533,3443301,3.44383e+06,0.999846,1.06344
58657470,3487168,3.48767e+06,0.999855,1.06339
59452027,3531495,3.53208e+06,0.999835,1.06331
60257346,3576489,3.57705e+06,0.999843,1.06327
61073573,3622125,3.6226e+06,0.99987,1.06324
61900857,3668058,3.66872e+06,0.999818,1.06313
62739347,3714777,3.71544e+06,0.999821,1.06308
63589195,3762151,3.76276e+06,0.999839,1.06304
64450555,3810156,3.81068e+06,0.999863,1.06302
65323583,3858510,3.85921e+06,0.999818,1.06291
66208436,3907749,3.90837e+06,0.999842,1.06289
67105275,3957604,3.95815e+06,0.999862,1.06285
68014263,4008139,4.00857e+06,0.999893,1.06283
68935564,4059078,4.05963e+06,0.999863,1.06275
69869344,4110886,4.11135e+06,0.999887,1.06272
70815772,4163183,4.16373e+06,0.999869,1.06264
71775021,4216227,4.21678e+06,0.999869,1.06259
72747264,4270073,4.27051e+06,0.999899,1.06257
73732676,4324516,4.32492e+06,0.999906,1.06252
74731437,4379478,4.38003e+06,0.999874,1.06244
75743726,4435360,4.43585e+06,0.99989,1.0624
76769727,4491782,4.49238e+06,0.999867,1.06232
77809626,4549053,4.54963e+06,0.999873,1.06228
78863612,4606945,4.60762e+06,0.999854,1.0622
79931874,4665657,4.66635e+06,0.999852,1.06215
81014607,4725271,4.72583e+06,0.999883,1.06213
82112006,4785607,4.78607e+06,0.999904,1.0621
83224271,4846512,4.84708e+06,0.999883,1.06202
84351601,4908264,4.90887e+06,0.999876,1.06196
85494202,4970787,4.97145e+06,0.999866,1.0619
86652281,5034198,5.03484e+06,0.999873,1.06185
87826046,5098269,5.09903e+06,0.99985,1.06178
89015711,5163401,5.16405e+06,0.999874,1.06175
90221491,5229120,5.2299e+06,0.999851,1.06167
91443603,5295895,5.29659e+06,0.999868,1.06164
92682270,5363382,5.36414e+06,0.999859,1.06158
93937716,5431748,5.43255e+06,0.999852,1.06152
95210168,5501147,5.50184e+06,0.999874,1.06149
96499856,5571303,5.57201e+06,0.999872,1.06144
97807013,5642472,5.64309e+06,0.999891,1.06141
99131877,5714314,5.71507e+06,0.999868,1.06133
100474688,5787183,5.78797e+06,0.999863,1.06127
101835687,5861010,5.86181e+06,0.999863,1.06122
103215122,5935911,5.9366e+06,0.999885,1.06119
104613243,6011807,6.01234e+06,0.999912,1.06117
106030302,6088387,6.08905e+06,0.999891,1.0611
107466556,6166175,6.16674e+06,0.999908,1.06107
108922265,6244984,6.24543e+06,0.999928,1.06104
110397693,6324637,6.32513e+06,0.999922,1.06098
111893107,6405354,6.40585e+06,0.999923,1.06093
113408776,6487162,6.4876e+06,0.999932,1.06089
114944977,6569704,6.5704e+06,0.999894,1.0608
116501987,6653640,6.65426e+06,0.999907,1.06076
118080087,6738575,6.7392e+06,0.999908,1.06071
119679564,6824355,6.82522e+06,0.999873,1.06063
121300707,6911465,6.91234e+06,0.999873,1.06058
122943809,6999671,7.00059e+06,0.999869,1.06052
124609169,7089140,7.08996e+06,0.999885,1.06049
126297086,7179754,7.18047e+06,0.9999,1.06045
128007868,7271465,7.27215e+06,0.999905,1.06041
129741824,7364477,7.365e+06,0.999928,1.06038
131499267,7458442,7.45905e+06,0.999919,1.06032
133280516,7553536,7.55429e+06,0.9999,1.06025
135085893,7650087,7.65076e+06,0.999912,1.06022
136915725,7747738,7.74847e+06,0.999906,1.06016
138770344,7846502,7.84742e+06,0.999882,1.06009
140650085,7946772,7.94765e+06,0.999889,1.06005
142555288,8048300,8.04916e+06,0.999893,1.06
144486298,8151381,8.15197e+06,0.999927,1.05999
146443466,8255386,8.2561e+06,0.999913,1.05992
148427144,8360905,8.36157e+06,0.999921,1.05988
150437693,8467606,8.46839e+06,0.999908,1.05982
152475476,8575511,8.57657e+06,0.999876,1.05974
154540863,8685203,8.68615e+06,0.999891,1.05971
156634226,8796259,8.79712e+06,0.999902,1.05967
158755945,8908474,8.90953e+06,0.999882,1.0596
160906405,9022564,9.02337e+06,0.999911,1.05958
163085994,9137662,9.13867e+06,0.999889,1.05951
165295107,9254513,9.25546e+06,0.999898,1.05947
167534144,9372810,9.37374e+06,0.999901,1.05943
169803511,9492708,9.49353e+06,0.999913,1.05939
172103617,9614195,9.61487e+06,0.99993,1.05936
174434881,9737072,9.73776e+06,0.99993,1.05931
176797722,9861619,9.86222e+06,0.999939,1.05927
179192570,9987756,9.98828e+06,0.999947,1.05923
181619858,10115250,1.0116e+07,0.999929,1.05917
184080025,10244468,1.02453e+07,0.99992,1.05911
186573517,10375584,1.03763e+07,0.999935,1.05908
189100785,10508272,1.05089e+07,0.999939,1.05904
191662287,10642342,1.06433e+07,0.999912,1.05896
194258486,10778589,1.07794e+07,0.999928,1.05893
196889852,10916390,1.09172e+07,0.999927,1.05888
199556862,11055785,1.10568e+07,0.999909,1.05882
202259998,11197213,1.11982e+07,0.999914,1.05877
